loan_id,account_id,status,loan_date,loan_amount,duration,payments,owner_district_id,client_age,client_gender,account_district_id,frequency,account_date,birthdate,transaction_date_max,transaction_date_min,operation_count,amount_mean,amount_min,amount_max,amount_std,amount_last,amount_abs_min,amount_rangev,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_abs_min,balance_rangev,type_count_in,type_count_out,type_mean_in,type_mean_out,disp_id_count,card_type_count_gold,card_type_count_classic,card_type_count_junior,account_region,account_no. of inhabitants,account_average salary,account_unemploymant rate '95,account_unemploymant rate '96,account_no. of enterpreneurs per 1000 inhabitants,account_no. of commited crimes '95,account_no. of commited crimes '96
6596,7844,no,1994-06-25,91584,24,3816,33,70,F,1,monthly issuance,1993-11-26,1951-11-16,1994-06-24,1993-11-26,31,1607.8387096774193,-30600.0,47906.0,21422.380148412976,-27900.0,14.6,78506.0,50765.41612903225,1000.0,83039.4,18234.74108903289,49842.9,1000.0,82039.4,14,17,0.45161290322580644,0.5483870967741935,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5837,4260,no,1994-06-29,244560,60,4076,58,54,F,56,monthly issuance,1993-10-14,1967-07-19,1994-06-20,1993-10-14,42,507.7642857142862,-24600.0,36680.0,15097.74726351861,-4107.0,14.6,61280.0,38426.728571428575,1000.0,72512.5,15757.722747155978,21326.1,1000.0,71512.5,18,24,0.42857142857142855,0.5714285714285714,1,0,0,0,south Moravia,124605,8772,4.69,4.98,126,2854,3158
5533,2762,no,1994-07-05,111384,24,4641,11,54,M,19,monthly issuance,1993-03-20,1967-02-10,1994-07-02,1993-03-20,152,344.2026315789472,-61700.0,49388.0,20818.629661712035,31759.0,14.6,111088.0,65097.22434210526,500.0,141386.0,26285.863067554485,52318.9,500.0,140886.0,55,97,0.3618421052631579,0.6381578947368421,1,0,0,0,south Bohemia,51428,8402,3.13,3.98,120,999,1099
5657,3354,no,1994-07-05,4980,12,415,63,69,F,63,monthly issuance,1993-11-05,1952-07-26,1994-07-03,1993-11-05,46,489.1391304347827,-16000.0,15528.0,6254.1181477124255,800.0,14.6,31528.0,30533.37173913044,800.0,41106.2,8705.183539928967,22500.3,800.0,40306.2,19,27,0.41304347826086957,0.5869565217391305,1,0,0,0,south Moravia,86513,8288,3.79,4.52,110,1562,1460
6232,6051,yes,1994-07-08,276660,36,7685,56,72,M,56,monthly issuance,1993-08-28,1949-05-18,1994-07-07,1993-08-28,58,341.09310344827594,-9800.0,11600.0,4661.409938004492,4987.0,9.5,21400.0,19256.89482758621,500.0,32720.4,6029.338312664938,19783.2,500.0,32220.4,30,28,0.5172413793103449,0.4827586206896552,1,0,0,0,south Moravia,124605,8772,4.69,4.98,126,2854,3158
6066,5228,no,1994-07-11,173808,24,7242,77,64,F,77,issuance after transaction,1993-06-23,1957-01-27,1994-07-05,1993-06-23,75,1259.0920000000008,-38200.0,74522.0,26445.166083619242,49681.0,43.3,112722.0,61218.658666666684,1000.0,134416.6,24967.390839870233,94431.9,1000.0,133416.6,26,49,0.3466666666666667,0.6533333333333333,2,0,0,0,north Moravia,148545,8909,4.01,5.56,113,3460,3590
6888,9265,no,1994-07-11,39576,12,3298,32,41,F,1,monthly issuance,1993-02-04,1980-05-02,1994-07-05,1993-02-04,115,207.8365217391304,-38400.0,49603.0,14696.09301011625,-9493.0,14.6,88003.0,48944.827826086956,300.0,103467.2,26896.8541402657,23901.1,300.0,103167.2,53,62,0.4608695652173913,0.5391304347826087,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5549,2824,no,1994-07-16,50460,60,841,11,74,F,11,monthly issuance,1993-10-20,1947-10-17,1994-07-10,1993-10-20,43,965.8372093023257,-15000.0,22927.5,9363.894257275637,-600.0,14.6,37927.5,37570.627906976755,800.0,51971.4,10371.123781863109,41531.0,800.0,51171.4,19,24,0.4418604651162791,0.5581395348837209,1,0,0,0,central Bohemia,75637,9622,0.45,0.59,154,3475,3529
5060,426,yes,1994-07-19,252060,60,4201,60,56,F,1,monthly issuance,1993-11-29,1965-08-03,1994-07-14,1993-11-29,61,1149.122950819672,-41700.0,49937.0,16589.841841132715,-13990.0,8.2,91637.0,57340.50819672131,900.0,106259.6,21418.913855883657,70096.5,900.0,105359.6,26,35,0.4262295081967213,0.5737704918032787,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6004,4937,no,1994-07-23,143904,24,5996,50,70,M,12,monthly issuance,1993-02-20,1951-04-10,1994-07-15,1993-02-20,139,275.8007194244607,-60500.0,46108.0,15694.80077317444,-8800.0,6.7,106608.0,49727.45611510793,700.0,134571.2,23416.563215441554,38336.2,700.0,133871.2,47,92,0.3381294964028777,0.6618705035971223,1,0,0,0,central Bohemia,107870,8754,3.83,4.31,137,3804,3868
5126,790,yes,1994-07-24,208128,48,4336,54,70,M,54,monthly issuance,1993-05-11,1951-08-06,1994-07-21,1993-05-11,64,1273.0406249999999,-36500.0,47493.0,15857.719330202128,38929.0,14.6,83993.0,36369.97499999999,-1069.7,96064.0,22812.186440376034,81474.6,300.0,97133.7,29,35,0.453125,0.546875,1,0,0,0,south Moravia,387570,9897,1.60,1.96,140,18721,18696
7220,10911,no,1994-07-28,131292,36,3647,1,67,M,1,weekly issuance,1993-05-29,1954-03-20,1994-07-23,1993-05-29,83,377.8481927710844,-24000.0,32823.0,11984.19240096131,-3500.0,12.1,56823.0,36635.11566265061,1000.0,70288.4,12494.312333486101,31361.3,1000.0,69288.4,29,54,0.3493975903614458,0.6506024096385542,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6668,8129,no,1994-07-30,74736,36,2076,45,56,M,45,monthly issuance,1993-06-26,1965-10-29,1994-07-21,1993-06-26,67,496.17761194029873,-20000.0,30918.0,12019.83329243066,-10200.0,14.6,50918.0,37912.998507462675,700.0,62084.0,10605.68811295336,33243.7,700.0,61384.0,26,41,0.3880597014925373,0.6119402985074627,1,0,0,0,east Bohemia,77917,8390,2.28,2.89,132,2080,2122
5395,2176,yes,1994-07-30,299088,36,8308,67,54,F,67,monthly issuance,1993-06-06,1966-12-10,1994-07-23,1993-06-06,126,154.35476190476177,-59400.0,47189.0,19417.910063887335,14198.0,14.6,106589.0,51992.854761904746,500.0,193909.9,33855.698025767204,19448.5,500.0,193409.9,46,80,0.36507936507936506,0.6349206349206349,1,0,0,0,north Moravia,106054,8110,5.77,6.55,109,3244,3079
6836,9093,no,1994-08-03,189300,60,3155,58,67,M,47,monthly issuance,1993-06-16,1953-12-05,1994-07-31,1993-06-16,102,240.7058823529414,-24960.0,28413.0,8979.907273174736,-14.6,14.6,53373.0,32354.031372549012,800.0,61043.3,12250.079572479322,24552.0,800.0,60243.3,42,60,0.4117647058823529,0.5882352941176471,1,0,0,0,east Bohemia,162580,9538,1.51,1.81,111,6079,5410
6064,5215,no,1994-08-04,14628,12,1219,55,72,F,55,monthly issuance,1993-07-01,1949-03-08,1994-07-31,1993-07-01,102,342.18431372549037,-14100.0,23230.5,7116.803667290632,160.7,2.0,37330.5,32788.14215686272,200.0,52184.7,9015.76816505543,34917.4,200.0,51984.7,29,73,0.28431372549019607,0.7156862745098039,1,0,0,0,south Moravia,157042,8743,1.88,2.43,111,3659,3894
6919,9403,no,1994-08-05,120888,36,3358,1,77,F,1,weekly issuance,1993-03-27,1944-04-20,1994-08-04,1993-03-27,96,541.81875,-49200.0,48618.0,15871.895928293889,-11100.0,30.0,97818.0,40838.75520833332,600.0,116468.4,21557.464543439626,52014.4,600.0,115868.4,36,60,0.375,0.625,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6841,9104,no,1994-08-07,172080,48,3585,10,64,F,10,monthly issuance,1994-01-21,1957-03-05,1994-07-31,1994-01-21,42,1385.940476190476,-40100.0,45518.0,17350.244249226984,-14.6,14.6,85618.0,60743.95714285715,200.0,119138.8,21110.31187474146,58209.4,200.0,118938.8,25,17,0.5952380952380952,0.40476190476190477,1,0,0,0,central Bohemia,92084,10124,0.56,0.54,141,3810,4316
6038,5120,no,1994-08-10,323472,48,6739,1,81,F,1,monthly issuance,1993-06-21,1940-10-15,1994-07-31,1993-06-21,57,1213.6789473684207,-33900.0,44802.0,18150.672608421988,230.0,14.6,78702.0,45414.07368421048,200.0,119934.1,26516.428001628443,72386.4,200.0,119734.1,28,29,0.49122807017543857,0.5087719298245614,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6729,8519,no,1994-08-11,74688,12,6224,23,76,F,23,monthly issuance,1993-04-02,1945-01-26,1994-08-06,1993-04-02,112,258.332142857143,-38400.0,56019.0,18708.853799686833,-13711.0,14.6,94419.0,48484.62410714285,1100.0,104902.4,20930.650934412955,28933.3,1100.0,103802.4,49,63,0.4375,0.5625,2,0,0,0,west Bohemia,87419,8624,1.79,2.66,102,2879,3198
7198,10788,no,1994-08-23,45768,12,3814,72,44,F,67,weekly issuance,1993-11-22,1977-05-27,1994-08-19,1993-11-22,27,2015.8370370370374,-23900.0,36574.0,10501.205228710587,-23900.0,24.2,60474.0,32555.81851851852,800.0,78327.5,14361.643030576995,54427.5,800.0,77527.5,22,5,0.8148148148148148,0.18518518518518517,1,0,0,0,north Moravia,106054,8110,5.77,6.55,109,3244,3079
6686,8260,no,1994-08-25,224604,36,6239,31,45,M,31,monthly issuance,1993-03-24,1976-05-24,1994-08-16,1993-03-24,93,433.19677419354855,-40000.0,56152.0,21609.29235832832,-17300.0,14.6,96152.0,57496.98924731188,200.0,109178.4,21234.856010411902,40287.4,200.0,108978.4,34,59,0.3655913978494624,0.6344086021505376,2,0,0,0,west Bohemia,51313,8930,3.52,4.2,108,1328,1452
5836,4259,no,1994-08-27,79632,24,3318,66,62,F,66,monthly issuance,1994-04-08,1959-08-10,1994-08-13,1994-04-08,16,5609.15625,-64300.0,66165.0,34383.04703385025,44110.0,112.5,130465.0,63494.200000000004,900.0,119373.5,29061.53705517541,99262.5,900.0,118473.5,10,6,0.625,0.375,1,0,0,0,south Moravia,125832,8512,3.51,4.12,102,2247,2103
7061,10105,no,1994-08-27,121896,24,5079,55,56,M,55,monthly issuance,1993-04-28,1965-03-07,1994-08-21,1993-04-28,93,450.72258064516143,-64900.0,49558.0,19840.92023234639,-15500.0,14.6,114458.0,54422.59677419359,600.0,133454.9,21910.827556377593,41917.2,600.0,132854.9,39,54,0.41935483870967744,0.5806451612903226,1,0,0,0,south Moravia,157042,8743,1.88,2.43,111,3659,3894
5595,3050,no,1994-09-02,82896,12,6908,49,49,M,60,monthly issuance,1993-05-08,1972-02-06,1994-08-31,1993-05-08,126,381.6349206349208,-38600.0,62168.0,18620.095964755146,299.9,14.6,100768.0,57141.73095238091,900.0,107680.9,24685.92139144404,64300.6,900.0,106780.9,34,92,0.2698412698412698,0.7301587301587301,2,0,1,0,south Moravia,110643,8441,3.45,4.48,115,1879,2252
5723,3674,no,1994-09-10,23628,12,1969,38,67,M,38,monthly issuance,1993-03-12,1954-03-09,1994-09-03,1993-03-12,110,582.6945454545453,-35200.0,43694.0,14969.32153670113,-35200.0,1.7,78894.0,47420.84181818185,1000.0,140228.7,27950.21068970953,64096.3,1000.0,139228.7,49,61,0.44545454545454544,0.5545454545454546,1,0,0,0,north Bohemia,85852,8965,7.08,8.23,104,2653,2822
6120,5481,no,1994-09-11,209184,48,4358,1,68,M,52,monthly issuance,1993-08-16,1953-06-18,1994-09-10,1993-08-16,68,650.8058823529418,-61800.0,54645.0,21705.699409477493,-14500.0,14.6,116445.0,46230.339705882405,1000.0,110583.8,19403.334950613862,44254.7,1000.0,109583.8,26,42,0.38235294117647056,0.6176470588235294,1,0,0,0,east Bohemia,139012,8363,2.52,3.49,108,2564,2799
6895,9307,no,1994-09-19,41904,12,3492,70,47,M,68,monthly issuance,1993-01-24,1974-07-08,1994-09-16,1993-01-24,143,274.1594405594407,-51700.0,48546.0,12988.770347779553,-3500.0,0.8,100246.0,36080.386713286716,900.0,129123.0,20303.817120135827,39204.7,900.0,128223.0,63,80,0.4405594405594406,0.5594405594405595,1,0,0,0,north Moravia,228848,9893,4.09,4.72,96,5623,5887
5882,4427,no,1994-09-26,87816,12,7318,1,60,M,32,monthly issuance,1993-06-07,1961-05-02,1994-09-25,1993-06-07,84,186.4952380952384,-10300.0,14886.0,6095.9040407632665,-5000.0,14.6,25186.0,25533.2142857143,800.0,43442.2,6896.753585410004,15665.6,800.0,42642.2,41,43,0.4880952380952381,0.5119047619047619,2,0,0,0,north Bohemia,105058,9272,2.80,3.22,118,4340,4505
6594,7824,yes,1994-09-28,189696,24,7904,60,51,F,60,monthly issuance,1994-05-17,1970-02-19,1994-09-14,1994-05-17,5,4500.0,600.0,11500.0,4623.310502226733,2200.0,600.0,10900.0,14900.0,600.0,22500.0,8889.038193190532,22500.0,600.0,21900.0,5,0,1.0,0.0,1,0,0,0,south Moravia,110643,8441,3.45,4.48,115,1879,2252
5754,3834,no,1994-09-28,23052,12,1921,54,81,F,54,monthly issuance,1993-01-19,1940-11-01,1994-09-15,1993-01-19,171,166.85263157894744,-24000.0,20812.0,6190.289905957705,-5520.0,14.6,44812.0,23771.96608187134,700.0,54321.8,8912.019358254425,28531.7,700.0,53621.8,48,123,0.2807017543859649,0.7192982456140351,2,0,0,0,south Moravia,387570,9897,1.60,1.96,140,18721,18696
6738,8566,yes,1994-09-29,230220,36,6395,74,79,F,74,monthly issuance,1993-10-08,1942-11-09,1994-09-07,1993-10-08,82,77.14268292682924,-59800.0,47953.0,13931.684027646495,-8894.0,4.9,107753.0,27658.487804878067,-2719.7,130801.0,29524.489997327957,6325.5,900.0,133520.7,38,44,0.4634146341463415,0.5365853658536586,1,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
6216,5952,no,1994-09-30,141240,24,5885,50,59,M,50,monthly issuance,1993-09-07,1962-09-11,1994-09-22,1993-09-07,102,449.7225490196078,-43500.0,52968.0,16080.692150131732,-4900.0,14.6,96468.0,57219.574509803846,1000.0,107784.1,19476.293991224597,45871.6,1000.0,106784.1,27,75,0.2647058823529412,0.7352941176470589,1,0,0,0,east Bohemia,102609,8187,4.83,5.45,94,2123,2134
6624,7965,no,1994-09-30,71460,12,5955,55,76,M,55,monthly issuance,1993-11-08,1945-08-03,1994-09-23,1993-11-08,43,1784.211627906977,-24300.0,48487.0,15446.517466147652,34197.0,14.6,72787.0,47991.530232558136,200.0,82549.0,19235.72960061234,53022.0,200.0,82349.0,20,23,0.46511627906976744,0.5348837209302325,2,0,0,0,south Moravia,157042,8743,1.88,2.43,111,3659,3894
6229,6040,no,1994-10-02,11736,24,489,1,83,M,1,monthly issuance,1993-04-22,1938-09-16,1994-10-01,1993-04-22,133,202.89172932330854,-22500.0,33098.0,10292.575569812925,-2200.0,14.6,55598.0,42224.43909774438,1100.0,70826.8,11703.03977104676,26984.4,1100.0,69726.8,36,97,0.2706766917293233,0.7293233082706767,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5887,4448,no,1994-10-03,192744,36,5354,60,50,F,60,monthly issuance,1993-06-02,1971-09-20,1994-09-30,1993-06-02,76,381.83026315789493,-47700.0,41064.0,13279.627496603152,-14.6,8.8,88764.0,37265.65526315789,700.0,121508.1,16917.161794126067,29019.1,700.0,120808.1,33,43,0.4342105263157895,0.5657894736842105,2,0,0,0,south Moravia,110643,8441,3.45,4.48,115,1879,2252
6808,8982,no,1994-10-12,227880,36,6330,64,66,F,64,monthly issuance,1993-09-25,1955-11-04,1994-10-09,1993-09-25,83,647.189156626506,-64600.0,49115.0,15147.828589699904,-8552.0,14.6,113715.0,45134.72168674696,1100.0,153213.7,29551.483054320095,53716.6,1100.0,152113.7,45,38,0.5421686746987951,0.4578313253012048,2,0,0,0,south Moravia,197099,9624,1.60,2.31,145,4484,4265
6297,6363,no,1994-10-25,17508,12,1459,12,75,M,74,monthly issuance,1993-08-01,1946-04-01,1994-10-21,1993-08-01,72,667.0430555555557,-13300.0,17580.0,7200.266425798861,-720.0,14.6,30880.0,39290.618055555555,900.0,54432.3,9324.209981583175,48027.0,900.0,53532.3,31,41,0.4305555555555556,0.5694444444444444,1,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
5161,1012,no,1994-10-28,98184,24,4091,65,76,F,65,monthly issuance,1994-07-09,1945-06-12,1994-10-10,1994-07-09,14,4925.442857142857,-18200.0,24545.0,13942.285612575772,24545.0,74.1,42745.0,41660.392857142855,500.0,68956.1,19672.650902026955,68956.1,500.0,68456.1,11,3,0.7857142857142857,0.21428571428571427,1,0,0,0,south Moravia,114200,8403,5.74,5.72,105,2157,2718
5390,2167,no,1994-10-30,170256,24,7094,16,56,F,16,monthly issuance,1993-08-08,1965-07-16,1994-10-27,1993-08-08,77,562.3753246753247,-29300.0,36552.0,13573.222844990716,-3720.0,14.6,65852.0,40091.18311688309,200.0,79869.8,13589.38398884065,43302.8,200.0,79669.8,31,46,0.4025974025974026,0.5974025974025974,1,0,0,0,south Bohemia,93931,8427,1.12,1.54,107,1874,1913
6150,5622,no,1994-11-02,83016,12,6918,57,42,M,70,monthly issuance,1993-02-08,1979-03-26,1994-10-31,1993-02-08,196,343.9056122448976,-64400.0,48883.0,20004.60798525459,302.5,14.6,113283.0,67891.93520408162,700.0,136436.6,25921.044106424713,93620.2,700.0,135736.6,67,129,0.34183673469387754,0.6581632653061225,1,0,0,0,north Moravia,285387,10177,6.63,7.75,81,9878,10108
5032,290,no,1994-11-03,123696,48,2577,56,81,M,56,monthly issuance,1993-12-02,1940-08-27,1994-10-31,1993-12-02,61,412.90491803278724,-32100.0,48476.0,15349.418522400405,-14.6,14.6,80576.0,49084.381967213114,300.0,89822.2,20572.457529737083,25187.2,300.0,89522.2,22,39,0.36065573770491804,0.639344262295082,1,0,0,0,south Moravia,124605,8772,4.69,4.98,126,2854,3158
6223,5991,no,1994-11-03,61056,48,1272,57,64,F,1,monthly issuance,1993-11-21,1957-09-06,1994-10-31,1993-11-21,64,523.8328125000003,-13500.0,24372.0,8838.6079033715,-14.6,14.6,37872.0,36039.05156249998,900.0,55816.0,9064.78033824496,33525.3,900.0,54916.0,23,41,0.359375,0.640625,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6253,6148,no,1994-11-04,59760,24,2490,74,62,M,74,monthly issuance,1993-12-27,1958-11-26,1994-10-31,1993-12-27,54,761.7259259259262,-21440.0,34557.0,12619.737173177173,-14.6,14.6,55997.0,40204.4648148148,300.0,69643.1,12827.193914171468,41133.1,300.0,69343.1,22,32,0.4074074074074074,0.5925925925925926,2,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
6645,8041,no,1994-11-06,140400,36,3900,74,80,M,1,monthly issuance,1993-10-10,1941-10-15,1994-11-04,1993-10-10,45,628.26,-63200.0,44739.0,19380.17457458899,-5100.0,14.6,107939.0,43563.61999999999,400.0,115000.2,18981.79097613385,28271.8,400.0,114600.2,22,23,0.4888888888888889,0.5111111111111111,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6460,7133,no,1994-11-06,48672,36,1352,55,73,F,1,monthly issuance,1993-09-17,1948-05-02,1994-10-31,1993-09-17,97,238.24845360824742,-5880.0,12100.0,2648.5272061056794,-14.6,14.6,17980.0,23050.189690721647,300.0,33484.4,5423.587576531727,23110.0,300.0,33184.4,34,63,0.35051546391752575,0.6494845360824743,2,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5176,1106,yes,1994-11-12,192552,24,8023,20,57,F,20,weekly issuance,1993-08-29,1963-12-31,1994-10-31,1993-08-29,51,435.7921568627451,-18000.0,23844.0,8933.309713915512,-30.0,10.2,41844.0,23979.01176470588,800.0,49563.0,13015.026674865436,22225.5,800.0,48763.0,26,25,0.5098039215686274,0.49019607843137253,1,0,0,0,south Bohemia,70646,8547,2.65,3.64,120,1563,1542
5269,1527,yes,1994-11-19,164052,36,4557,31,46,F,31,issuance after transaction,1993-11-17,1975-09-12,1994-11-12,1993-11-17,65,320.17384615384594,-41400.0,48181.0,18364.06408593354,10800.0,0.4,89581.0,41752.16153846152,-2564.7,112045.6,30609.38988808058,20811.2,566.6,114610.3,28,37,0.4307692307692308,0.5692307692307692,1,0,0,0,west Bohemia,51313,8930,3.52,4.2,108,1328,1452
5351,1978,no,1994-12-04,205200,36,5700,1,58,F,57,weekly issuance,1993-06-11,1963-01-25,1994-12-03,1993-06-11,129,423.148062015504,-31200.0,51303.0,15181.225295158476,-12400.0,30.0,82503.0,58336.31162790698,900.0,93928.5,17204.070909560676,54586.0,900.0,93028.5,36,93,0.27906976744186046,0.7209302325581395,1,0,0,0,south Moravia,161954,8720,3.73,4.5,116,3729,3651
5861,4337,no,1994-12-08,51408,24,2142,29,72,M,29,monthly issuance,1993-11-16,1949-07-24,1994-11-30,1993-11-16,64,768.7328125000004,-57700.0,49907.0,20490.082507096853,-14.6,14.6,107607.0,52299.285937499975,900.0,137087.2,27533.493654127193,49198.8,900.0,136187.2,31,33,0.484375,0.515625,1,0,0,0,west Bohemia,45714,8843,2.82,3.6,113,818,888
5450,2345,no,1994-12-11,199680,60,3328,52,72,M,5,monthly issuance,1993-10-25,1949-05-23,1994-11-30,1993-10-25,74,269.245945945946,-22637.0,29954.0,11145.596511039737,137.0,14.6,52591.0,33658.61756756758,500.0,62238.8,11909.168772706618,19938.6,500.0,61738.8,28,46,0.3783783783783784,0.6216216216216216,1,0,0,0,central Bohemia,95616,9307,3.85,4.43,118,2616,3040
7142,10451,yes,1994-12-19,482940,60,8049,1,45,F,1,monthly issuance,1993-08-29,1976-05-21,1994-12-13,1993-08-29,130,141.84076923076938,-15800.0,21056.0,6602.824811293651,-4653.0,7.8,36856.0,26358.7546153846,900.0,57707.2,9885.477724726501,18439.4,900.0,56807.2,56,74,0.4307692307692308,0.5692307692307692,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6306,6425,no,1994-12-20,36684,12,3057,70,43,F,31,monthly issuance,1993-03-29,1978-09-23,1994-12-19,1993-03-29,125,280.7456000000001,-24480.0,18552.0,7018.160422794658,-5700.0,8.3,43032.0,30229.797600000005,700.0,50774.2,7937.353315967115,35093.0,700.0,50074.2,50,75,0.4,0.6,1,0,0,0,west Bohemia,51313,8930,3.52,4.2,108,1328,1452
6272,6226,no,1994-12-20,398640,60,6644,74,61,F,74,weekly issuance,1993-07-26,1960-02-09,1994-12-18,1993-07-26,86,689.7302325581394,-48100.0,59793.0,24531.737124012707,-30800.0,30.0,107893.0,63383.57558139535,400.0,121689.5,21947.881092045613,59316.9,400.0,121289.5,34,52,0.3953488372093023,0.6046511627906976,1,0,0,0,north Moravia,323870,10673,4.75,5.44,100,18782,18347
5576,2962,no,1994-12-21,31248,12,2604,1,82,F,1,monthly issuance,1993-05-30,1939-03-15,1994-12-20,1993-05-30,120,449.35499999999973,-64100.0,47033.0,20724.01817110469,6268.0,14.6,111133.0,64493.09916666662,1000.0,144715.3,28994.626431825105,53922.3,1000.0,143715.3,51,69,0.425,0.575,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
7192,10738,no,1994-12-21,115992,36,3222,31,84,M,45,weekly issuance,1993-04-17,1937-05-17,1994-12-10,1993-04-17,127,76.1377952755906,-60600.0,46194.0,11567.789078551777,-8042.0,5.4,106794.0,25666.40708661417,200.0,107692.0,17591.055950194852,9669.5,200.0,107492.0,46,81,0.36220472440944884,0.6377952755905512,1,0,0,0,east Bohemia,77917,8390,2.28,2.89,132,2080,2122
5044,344,no,1994-12-21,100980,60,1683,54,56,M,54,monthly issuance,1993-12-01,1965-07-31,1994-12-10,1993-12-01,70,673.3971428571427,-22900.0,20922.0,8168.072604859274,-4739.0,14.6,43822.0,35614.74428571429,600.0,53376.7,9576.327716908689,48637.7,600.0,52776.7,27,43,0.38571428571428573,0.6142857142857143,1,0,0,0,south Moravia,387570,9897,1.60,1.96,140,18721,18696
5739,3747,no,1995-01-02,76380,12,6365,1,64,F,1,monthly issuance,1994-05-01,1957-06-28,1994-12-31,1994-05-01,45,514.5955555555556,-8700.0,12861.0,5137.9118173346515,-14.6,14.6,21561.0,26122.848888888897,1100.0,41703.3,8289.780093711837,23156.6,1100.0,40603.3,20,25,0.4444444444444444,0.5555555555555556,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5624,3166,yes,1995-01-03,177744,48,3703,59,49,M,71,monthly issuance,1993-08-10,1972-03-13,1995-01-02,1993-08-10,95,149.79578947368432,-26000.0,45056.0,10974.649715933025,11400.0,3.3,71056.0,26746.5252631579,-2485.5,89733.5,21147.08070284783,14230.7,385.5,92219.0,36,59,0.37894736842105264,0.6210526315789474,1,0,0,0,north Moravia,161227,8678,5.93,5.57,102,4980,4595
6526,7523,no,1995-01-03,288468,36,8013,63,63,F,63,monthly issuance,1994-08-29,1958-10-26,1994-12-31,1994-08-29,17,2872.9705882352946,-23300.0,30950.0,13521.186598712626,26.1,6.4,54250.0,36999.52352941177,600.0,71939.2,16205.72181108147,48665.3,600.0,71339.2,14,3,0.8235294117647058,0.17647058823529413,1,0,0,0,south Moravia,86513,8288,3.79,4.52,110,1562,1460
6244,6118,yes,1995-01-08,270648,36,7518,1,84,M,1,weekly issuance,1994-03-07,1937-11-04,1995-01-01,1994-03-07,72,708.2861111111112,-52700.0,47433.0,20562.96641988107,-25800.0,30.0,100133.0,60819.976388888885,200.0,134501.4,29717.34457286979,50996.5,200.0,134301.4,36,36,0.5,0.5,1,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
5131,816,no,1995-01-08,48624,24,2026,40,60,M,52,monthly issuance,1993-08-05,1961-09-30,1995-01-07,1993-08-05,117,410.20341880341886,-52900.0,41561.0,18414.312454830513,-4514.0,14.6,94461.0,63857.2367521368,200.0,134187.4,25825.858181660515,47993.6,200.0,133987.4,49,68,0.4188034188034188,0.5811965811965812,1,0,0,0,east Bohemia,139012,8363,2.52,3.49,108,2564,2799
6960,9640,no,1995-01-11,76416,24,3184,1,84,M,1,monthly issuance,1993-03-13,1937-09-02,1995-01-10,1993-03-13,153,80.15032679738589,-21400.0,28659.0,9723.059727518119,-4087.0,14.6,50059.0,31375.160784313728,8686.4,64494.1,11990.873356406239,12262.9,8686.4,55807.7,57,96,0.37254901960784315,0.6274509803921569,2,0,0,0,Prague,1204953,12541,0.29,0.43,167,85677,99107
6358,6715,yes,1995-01-14,137880,60,2298,72,58,M,48,weekly issuance,1993-09-15,1963-03-12,1995-01-10,1993-09-15,89,224.34719101123588,-20848.0,20684.0,8580.77908274293,-5100.0,30.0,41532.0,24523.07303370786,200.0,52658.4,11727.066048624869,19966.8,200.0,52458.4,38,51,0.42696629213483145,0.5730337078651685,1,0,0,0,east Bohemia,78955,9060,1.78,2.44,124,1655,1717
5418,2245,no,1995-01-16,347952,48,7249,29,57,F,29,monthly issuance,1993-03-30,1964-10-30,1995-01-13,1993-03-30,120,479.5549999999998,-54600.0,49271.0,19447.141625048156,-5800.0,14.6,103871.0,54157.19416666667,300.0,123013.2,23422.026500661654,57546.3,300.0,122713.2,50,70,0.4166666666666667,0.5833333333333334,1,0,0,0,west Bohemia,45714,8843,2.82,3.6,113,818,888
6598,7857,no,1995-01-18,68112,12,5676,35,43,F,75,monthly issuance,1993-08-04,1977-11-30,1995-01-15,1993-08-04,147,268.13809523809533,-42100.0,57164.0,17044.76002469667,-7500.0,14.6,99264.0,47220.13401360543,300.0,111588.8,19532.468493474174,39416.1,300.0,111288.8,37,110,0.25170068027210885,0.7482993197278912,1,0,0,0,north Moravia,138032,8819,5.38,5.66,99,4063,4505
